 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	  	    	    	      	    	  	  	    Title",Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Description,Rated Power,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced,Commissioned,Constructed,Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance,Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
University of St Thomas Renewable Energy Facility,Electro-chemical,Lithium-ion Battery,Electro-chemical,Operational,"The University of St. Thomas School of Engineering will begin work this summer on a facility that will be used for teaching as well as researching and testing components used for alternative-energy microgrids.  Components of the center will be housed in or on three adjacent buildings on the university’s “south campus” in St. Paul. They are McCarthy Gymnasium, Facilities and Design Center, and Anderson Parking Facility. The St. Thomas south campus is directly south of Summit Avenue and west of Cretin Avenue.  Much of the new facility will be located on the second and basement levels of the Facilities and Design Center. About 200 solar panels will be located next door on the roof of McCarthy Gym. And generators powered by biodiesel will be located in the lower level of Anderson Parking Facility.  On sunny days, the solar panels can generate 50 kilowatts, or enough to power 10 to 15 suburban homes. Mowry expects it will take about three years for the center to be fully operational. It will be in “island mode” by 2017, which means it will be operational but not connected to the power grid. And by 2018, it will be fully connected to the region’s power grid.",250,45,0,,"Grid-Connected Commercial (Reliability &amp; Quality), ",St. Paul,Minnesota,United States,DD.08.YYYY,DD.05.YYYY,DD.08.YYYY,,N/A,,,,Hallberg-Ryan,0,,0,0,University of St Thomas,,DD.28.YYYY 18:28:24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rocky Mountain Institute Innovation Center,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"The Innovation Center’s 83 kW rooftop PV system – powered by SunPower X21-335 high-efficiency modules – produces enough power for the entire building plus six electric vehicle charging stations. The PV system powers a battery storage solution consisting of a refrigerator-size LG Chem 30 kW / 45 kWh lithium-ion battery and an Ideal Power inverter, both controlled by a Geli Energy Operating System. With low electricity rates currently available through its local electric coop, RMI opted to remain connected to the grid. In the future, the Innovation Center’s power system will enable microgrid islanding, through which the building could supply its own power totally disconnected from grid.  The “brains” of the solar-plus-storage system, the Geli EOS, determines when to charge the battery (from the PV system or the grid) and when to discharge the battery to power the building. For example, if the Innovation Center draws an average of 50 kW or more from the grid in any 15-minute period during a month, the building is pushed into a rate tariff that imposes demand charges. The Geli EOS is programmed to automatically switch the system to battery power before hitting the 50 kW threshold.",30,39.3685167,-107.04,,"Electric Bill Management, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Resiliency, ",Basalt,Colorado,United States,,DD.01.YYYY,,,N/A,,Cooperative (Customer Owned),,Rocky Mountain Institute (RMI),20,http://buildingdashboard.com/clients/rmi/innovationcenter/,0,0,,,DD.40.YYYY 22:40:06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,
SDG&amp;E Escondido Substation - AES,Electro-chemical,Electro-chemical,Lithium-ion Battery,Contracted,"AES Energy Storage, has entered into two contracts with San Diego Gas and Electric. AES will install and commission two energy storage arrays totaling 37.5 MW using its Advancion energy storage solution at sites in San Diego County, California. The SDG&amp;amp;E-owned energy storage arrays will help to improve regional reliability and integrate greater amounts of renewable energy when operational by the end of January 2017.  The SDG&amp;amp;E Advancion arrays will be able to provide 37.5 MW of power for four continuous hours and serve as a 75 MW of flexible resource to the grid. Both systems are distribution interconnected @ 12 kV and the arrays will be installed at two SDG&amp;amp;E substation facilities: 30 MW in Escondido and 7.5 MW in El Cajon. Once completed, the Escondido array will be the largest battery-based energy storage project in operation in the United States. Both arrays will incorporate components from best-in-class Advancion certified suppliers, including batteries by Samsung SDI and power conversion systems by Parker Hannifin.",30000,33.1192068,-117.09,,"Electric Energy Time Shift, Electric Supply Capacity, Renewables Capacity Firming, Renewables Energy Time Shift, ",Escondido,California,United States,18.08.2016,31.01.2017,,,CAISO,San Diego Gas and Electric,Investor Owned,Primary Distribution,San Diego Gas &amp; Electric (SDG&amp;E),0,,0,0,,,DD.56.YYYY 22:56:11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
SDG&amp;E El Cajon Substation - AES,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"AES Energy Storage, has entered into two contracts with San Diego Gas and Electric. AES will install and commission two energy storage arrays totaling 37.5 MW using its Advancion energy storage solution at sites in San Diego County, California. The SDG&amp;amp;E-owned energy storage arrays will help to improve regional reliability and integrate greater amounts of renewable energy when operational by the end of January 2017.    The SDG&amp;amp;E Advancion arrays will be able to provide 37.5 MW of power for four continuous hours and serve as a 75 MW of flexible resource to the grid. Both systems are distribution interconnected @ 12 kV and the arrays will be installed at two SDG&amp;amp;E substation facilities: 30 MW in Escondido and 7.5 MW in El Cajon. Once completed, the Escondido array will be the largest battery-based energy storage project in operation in the United States. Both arrays will incorporate components from best-in-class Advancion certified suppliers, including batteries by Samsung SDI and power conversion systems by Parker Hannifin.",7500,32.7947731,-116.96,,"Electric Energy Time Shift, Electric Supply Capacity, Renewables Capacity Firming, Renewables Energy Time Shift, ",El Cajon,California,United States,16.08.2016,31.01.2017,,,CAISO,,Investor Owned,Primary Distribution,San Diego Gas &amp; Electric (SDG&amp;E),0,,0,0,,,DD.17.YYYY 19:17:34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Hartley Nature Center,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"Clean Power Group&#039;s technical assistance fund helped develop a resilient solar + storage system that will turn the Hartley Nature Center in Duluth, Minnesota into a community emergency center during power outages, providing residents with a safe place to shelter and keep connected during emergencies.  The energy storage system is a Sunverge 6 kW / 14.25 kWh with eGauge monitoring.",6,47,0,,"Microgrid Capability, Resiliency, ",Duluth,Minnesota,United States,DD.08.YYYY,DD.08.YYYY,,,N/A,,,,,0,,0,0,,,DD.14.YYYY 18:14:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Grand Johanna Aliso Canyon Energy Storage - SCE / Powin,Electro-chemical,Lithium Iron Phosphate Battery,Lithium Iron Phosphate Battery,Contracted,"Powin Energy, a designer, developer, and manufacturer of battery energy storage systems, will develop, install, and manage the project through Grand Johanna LLC. The project itself is a 2 MW / 8 MWh lithium ion battery system that will consist of modular battery packs controlled by Powin Energy’s patented battery management system. Battery arrays will connect to power conversion systems, transformers, and energy management controls which will control charge and discharge functions of the project. All of Powin Energy’s equipment will be housed in an existing 35,000 square foot warehouse located in Irvine, CA. Powin Energy has secured 100% site control of the location.   In addition to the entire battery system energy storage project, all the government-required safety mechanisms (e.g., fire suppression systems) will also be installed, to code, at the project site. The project will interconnect at SCE’s Virgo 12 kV circuit located on Millikan Avenue in Irvine, CA via a new underground gen-tie likely no longer than 150 feet. This circuit is directly in line with SCE’s 220/66 kV Santiago substation which is within (i) the Western LA Basin Local RA Capacity region, (ii) the LA Local Capacity Region and (iii) SCE’s Preferred Resources Pilot (PRP) region.   http://www.marketwired.com/press-release/powin-energy-selected-for-2mw-8mwh-energy-storage-project-in-irvine-ca-2157381.htm",2000,33.691031,-117.83,,"Electric Supply Capacity, ",Irvine,California,United States,15.08.2016,31.12.2016,,,CAISO,Southern California Edison,Investor Owned,,Powin Energy,10,,0,0,,,DD.55.YYYY 22:55:39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Duke Energy Rankin Substation - Win Inertia / Aquion Energy,Electro-chemical,Sodium based Battery,Sodium-ion Battery,Operational,"This project demonstrates a first-of-its-kind Hybrid Energy Storage System (HESS) that facilitates RES integration, providing multiple services in a cost-optimized configuration. Maxwell Technologies&#039; Ultracapacitors provide a fast response and high power density, while Aquion Energy&#039;s Aqueous Hybrid Ion (AHI) batteries provide low-cost performance and very high energy density. The integration of these ESSs along with innovative energy management algorithms into the hardware and software HESS platform allows for simultaneous solar smoothing, price arbitrage and load following, as well as peak shaving.",50,35,0,,"Load Following (Tertiary Balancing), Renewables Capacity Firming, Renewables Energy Time Shift, ",Mt. Holly,North Carolina,United States,,DD.02.YYYY,,,N/A,Duke Energy,Investor Owned,Primary Distribution,,0,N/A,0,0,,,DD.28.YYYY 18:28:11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Alachua County Library,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,"The Alachua County Library Headquarters in Gainesville, Florida is using its IceBank® energy storage tanks to reduce operating costs and save taxpayer money. CALMAC’s technology enables the 80,000 square foot library, which was built in 1992, to shift cooling load so that it uses nighttime energy that is 68 percent cheaper than the energy that would be used for creating instantaneous cooling during daytime hours. Additionally, thermal storage allows monthly demand (kW), and the resulting demand charges, to be cut in half. This is significant since 40 percent of the headquarters’ total electric costs for the year can be directly attributed to cooling the structure and the facility’s power provider implements a demand charge that equates to roughly $9.25 in extra fees per kW during peak demand hours.",100,30,0,,"Electric Bill Management, Electric Energy Time Shift, Electric Supply Reserve Capacity - Non-Spinning, ",Gainesville,Florida,United States,,DD.01.YYYY,,,N/A,GRU,,Secondary Distribution,,25,RTE 99%,0,0,,,DD.04.YYYY 23:04:39,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stone Edge Farm Winery- All Iron Flow Battery (IFB),Electro-chemical,Flow Battery,Flow Battery,Operational,"ESS Inc. is operating a customized All-Iron Flow Battery (IFB) system at Stone Edge Farm winery in Sonoma, California to demonstrate how energy storage can enable net zero, with intermittent renewables, in an advanced microgrid application. The iron, salt, and water electrolyte was hydrated on-site as part of a two day installation and commissioning. The 60 kWh IFB system provides multiple services that will maximize the microgrid’s use of renewables. The Iron Flow Battery system installed at Stone Edge Farm has a 60 kWh energy capacity with a 10 kW, 480 VAC, 3-phase interface.   The system is self-contained in a 20’ ISO shipping container, the IFB was easily sited in an environmentally sensitive area, given its small footprint and non-toxic, non-flammable chemistry. Microgrid controls at Stone Edge are provided by DC Systems, Inc. and connect to the IFB through a MODBUS communication link. The Iron Flow Battery will receive commands from DC System’s controller responding to specific needs on the microgrid to supply power at night, for irrigation or hydrogen generation, or during the day to smooth out the intermittencies of solar on the microgrid.",10,38,0,,"Grid-Connected Residential (Reliability), Microgrid Capability, On-Site Power, Onsite Renewable Generation Shifting, Renewables Energy Time Shift, ",Sonoma,California,United States,,DD.04.YYYY,,,CAISO,Pacific Gas and Electric,Investor Owned,,,0,N/A,0,0,,,DD.31.YYYY 18:31:26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,
Connecticut Municipal Electric Energy Cooperative (CMEEC) - SolarCity / Brightfields Development,Electro-chemical,Electro-chemical,Electro-chemical,Contracted,Brightfields Development and SolarCity announced the development of 13 megawatts (AC) of solar power systems and at least 1.5 megawatts (6.0 megawatt hours) of energy storage systems located in southern Connecticut. Connecticut Municipal Electric Energy Cooperative (CMEEC) will use the solar and stored energy generated to provide a cleaner and more resilient power infrastructure for its municipal utility members and wholesale electric customers.,1500,41.6032207,-73.09,,"Electric Energy Time Shift, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Renewables Energy Time Shift, ",N/A,Connecticut,United States,05.05.2016,31.12.2016,,,ISO-NE,Connecticut Municipal Electric Energy Cooperative,Investor Owned,,Brightfields Development,20,,0,0,,,DD.01.YYYY 23:01:07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
Black &amp; Veatch World Headquarters Microgrid System,Electro-chemical,Electrochemical,Electrochemical,Operational,"Black &amp;amp; Veatch’s microgrid system generates electricity through a combination of natural gas microturbines, solar energy, geothermal and battery storage at the company’s World Headquarters in Overland Park. The microgrid provides enough clean energy to run the headquarters’ 12,000 square-foot Rodman Innovation Pavilion. It can operate as an independent power source or in support of the traditional electric grid, adding resilience while lowering energy costs.   The system includes two natural gas-fired microturbines that deliver onsite electrical power and heat generation. During winter months, heat is recovered from the microturbines to support climate control for the World Headquarters, the largest office building in Kansas. A geothermal heat pump system with 15 wells each drilled 500 feet deep also helps heat and cool the Pavilion. The microgrid system also uses battery technology to capture and store energy from generation resources and deliver electricity to the headquarters during times of high electric demand.  The microgrid is capable of producing about 1,300 megawatt hours of power annually. It has three rooftop solar photovoltaic panel groups—monocrystalline, polycrystalline and AC modules that use micro inverters. They provide 50 kilowatts (kW) of electricity at their peak output. The two natural gas-fired microturbines deliver 130 kW of power generation. A 100 kWh lithium-ion battery energy storage system is used. The microgrid system can be islanded from the external electric grid and helps ensure electric supplies in the event of a power outage. The microgrid also provides power to a portion of the 45 electric vehicle charging stations at the World Headquarters.",200,39,0,,"Electric Bill Management, Electric Bill Management with Renewables, Microgrid Capability, Renewables Capacity Firming, Renewables Energy Time Shift, Resiliency, ",Overland Park,Kansas,United States,,DD.04.YYYY,,,N/A,Kansas City Power and Light Company,Public Owned,,Black &amp; Veatch,0,N/A,0,0,,,DD.38.YYYY 17:38:16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,
Mike Hess Brewing- Green Charge Networks,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Charge Networks owns, operates, and maintains the system for Mike Hess Brewing Company over a ten year term. The 30 kW / 60 kWh energy storage system now takes up a spot equivalent to one shipping pallet. Smart control software signals a discharge of the Li-Ion batteries when demand is high and power expensive. During periods of low demand, the system recharges. On average, energy storage at the North Park brewery is projected to reduce demand charges by 35 percent.",30,32.7477019,-117.13,,"Electric Bill Management, Electric Energy Time Shift, ",San Diego,California,United States,,12.11.2015,,,CAISO,San Diego Gas and Electric,Investor Owned,,,10,35% Reduction in Demand Charges,0,0,,,DD.59.YYYY 17:59:53,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Con Edison Virtual Power Plant - SunPower / Sunverge,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"U.S. solar power company SunPower launched a new rooftop solar+storage bundle package designed to create a ‘virtual power plant’ in New York comprising 1.8 MW PV capacity and 4 MWh of battery storage.   The $15 million project is part of New York’s Reforming the Energy Vision (REV) effort, and sees Sunverge Energy Inc supply its lithium-ion battery storage systems, SunPower leases its solar panels and utility Con Edison manage the stored power’s grid feed.  The Idea behind the project is to integrate more solar energy into the local grid, with Con Edison able to dispatch stored power to customers during peak periods, while if a blackout occurs the energy in the batteries can be used by the homeowners.  This pilot program will be available to more than 300 residential customers in New York’s Brooklyn and Queens boroughs, with Con Edison targeting owner-occupied, single-family homes. Participants that sign up to lease SunPower’s solar systems (ranging from 7 kW to 9 kW) will receive a suitably sized battery from Sunverge – the company is offering its 6 kWh and 19.4 kWh storage systems.",1800,40.6781784,-73.94,,"Electric Energy Time Shift, Microgrid Capability, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Renewables Energy Time Shift, Resiliency, ",Brooklyn,New York,United States,15.06.2016,,,,NYISO,Consolidated Edison Company of New York (Con Edison),Investor Owned,Secondary Distribution,,0,,15000000,0,,,DD.27.YYYY 23:27:37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,
Franchise Services - JLM Energy,Electro-chemical,Electro-chemical,Valve Regulated Lead-acid Battery,Operational,"Franchise Services occupies a 44,000 square foot office building in Mission Viejo and has an annual electricity expenditure of $120,000. The new commercial grade Gridz system combines two 30 kW/60 kWh battery systems with solar panels. The company qualified for California&#039;s SGIP rebate as well as the Federal Incentive Tax Credit for energy storage systems. The $450,000 system quickly became a $290,000 system net of tax and incentives.   Dan Conger, Chief Financial Officer, expects a rapid return on investment. &quot;We estimate that implementing solar and energy storage will cut our utility expense by 75%,&quot; Conger said. Our calculations show the break-even point on this system is 48-months.&quot;",60,34,0,,"Electric Bill Management, Electric Bill Management with Renewables, Electric Energy Time Shift, Onsite Renewable Generation Shifting, Renewables Energy Time Shift, ",Mission Viejo,California,United States,,DD.06.YYYY,,,CAISO,Southern California Edison,Investor Owned,Secondary Distribution,JLM Energy,0,Estimated 4 year payback,450000,0,,,DD.59.YYYY 21:59:27,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
California State University Chancellor&#039;s Office - AMS,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"Construction at the Chancellor’s Office is expected to begin early next year, with commissioning in April 2017.  AMS is installing two other behind-the-meter energy storage systems at the CSU Long Beach campus and Dominguez Hills campus. With a standardized contract and offering, additional campuses will benefit from ease of enrollment into the AMS storage “program.”  http://news.calstate.edu/california-state-university-and-advanced-microgrid-solutions-announce-a-portfolio-of-state-of-the-art-hybrid-electric-buildings/",250,34,0,,"Electric Bill Management, Electric Energy Time Shift, Electric Supply Capacity, ",Long Beach,California,United States,DD.06.YYYY,DD.04.YYYY,,,CAISO,Southern California Edison,Investor Owned,Secondary Distribution,Advanced Microgrid Solutions (AMS),0,,0,0,,,DD.47.YYYY 19:47:29,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
California State University Dominguez Hills Campus - AMS,Electro-chemical,Electro-chemical,Lithium-ion Battery,Contracted,"Construction at the California State University Dominguez Hills is expected to begin next year, with commissioning in June 2017.    AMS is installing two other behind-the-meter energy storage systems at the CSU Long Beach campus and CSU Chancellor&#039;s Office. With a standardized contract and offering, additional campuses will benefit from ease of enrollment into the AMS storage “program.”",750,33.8624657,-118.25,,"Electric Bill Management, Electric Energy Time Shift, Electric Supply Capacity, ",Carson,California,United States,DD.06.YYYY,DD.06.YYYY,,,CAISO,Southern California Edison,Investor Owned,Secondary Distribution,Advanced Microgrid Solutions (AMS),0,,0,0,,,DD.48.YYYY 19:48:00,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Crescent Electric Membership Cooperative BESS,Electro-chemical,Electro-chemical,Lead-acid Battery,De-Commissioned,"The Crescent battery was obtained for a peak shaving application and represents the first application of battery energy storage for electric utility applications on the US Electric grid. The battery was originally installed in 1983 at the Battery Energy Test Facility (BEST) that was built in the Public Service Electric and Gas (PSE&amp;amp;G) NJ service area as a joint venture of EPRI and the US Department of Energy (with PSE&amp;amp;G as the host utility), to establish a laboratory for testing large stationary batteries for electric utility applications. After completing an initial test phase, during which this battery was used for a few hundred charge-discharge cycles, it was purchased by the North Caronlina Electric Membership Cooperative (EMC) and moved to the Crescent EMC location in Statesville, NC, in 1987.  As of 1995, the battery had performed its intended function and saved Crescent EMC over $223,000. Capacity tests performed around 1999 confirmed that the cells still retained their original capacity of over 2000 Ah. It is also pertinent to note that the battery was installed in a modest, metal, prefabricated building, was cooled only with ambient air ventilation, and required minimal routine maintenance during its operational life.  In May 2002, after a significant battery overcharge and likely damage, EnergyUnited performed an analysis of the system and made a business decision to decommission the BESS.",500,35.7826363,-80.89,,"Electric Energy Time Shift, ",Statesville,North Carolina,United States,,01.01.1987,,01.05.2002,N/A,Crescent Electric Membership Cooperative (now EnergyUnited),Cooperative (Customer Owned),,,15,"As of 1995, the battery had saved Crescent EMC over $223,000",0,0,,,DD.17.YYYY 22:17:24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Maui Brewing Company Microgrid,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,"Maui Brewing Company wanted to reduce its reliance on and the cost of utility power and instead transition to solar. It worked with installer ZeroBase to install an off-grid solar PV system supported by a massive 21 kW / 91 kWh SimpliPhi battery storage system. SimpliPhi’s batteries allow the company to extend the power of the sun’s energy far into the night.   The energy storage system is charged daily from the 16 kW solar PV array. The energy storage system powers a load panel supporting: vehicle chargers, internal and landscape lighting and emergency lighting for the facility, allowing these loads to continue operation during grid outages. At current utilization, battery capacity is discharged to 70-80% on a daily basis with peaks occurring during the day when the vehicle chargers are used at a peak capacity of 12 kW.",21,21,0,,"On-Site Power, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Renewables Energy Time Shift, ","Kihei, Maui",Hawaii,United States,,DD.12.YYYY,,,N/A,Maui Electric Company (MECO),Investor Owned,,"ZeroBase Energy, LLC",20,N/A,0,0,,,DD.30.YYYY 19:30:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,
"Lewes BPW / Alevo - 8 MW - (Lewes, Delaware)",Electro-chemical,Electro-chemical,Lithium-ion Battery,Announced,"Alevo Group announced an 8MW/4 MWh energy storage system in Lewes, Delaware. Alevo has worked closely with the City of Lewes and the Lewes Board of Public Works (BPW) on the project, which will involve the repurposing of a retired oil-fired generator building once operated by the BPW. Once complete, the deployment will be the largest of its kind in the State of Delaware.   Alevo will be able to sell ancillary services into the PJM regulation market, while providing the city improved power quality, a more reliable electric grid system and the ability to shave peak demand for its customers. Lewes has a significant renewable energy presence on their distribution system - both a 1.5 MW wind turbine situated at the University of Delaware and one of the highest per capita installations of solar - which can cause upward pressures for demand costs to the system. The installation of the 8 MW battery will provide a significant tool to manage capacity charges, peak demands and transmission charges.",8000,39,0,,"Frequency Regulation, ",Lewes,Delaware,United States,DD.03.YYYY,,,,PJM,Lewes Board of Public Works (BPW),,,,0,,0,0,,,DD.14.YYYY 22:14:39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stone Edge Farm Winery - Aquion Energy,Electro-chemical,Electro-chemical,Sodium-ion Battery,Operational,"The solar PV + storage installation is part of the farm’s innovative microgrid and is designed to provide energy for a number of buildings on the site, including the primary residence, offices and workshops.  The system consists of fourteen 25 kWh Aquion M-Line Battery Modules providing approximately 350 kWh of energy storage capacity, connected to a 32 kW solar array using Ideal Power’s 30 kW multi-port power conversion system. The Ideal Power multi-port system architecture enables the direct DC-level connection of solar PV and energy storage in one compact, highly efficient, transformerless package, eliminating the complexities and redundancies of older, AC-coupled systems.   Aquion’s safe and environmentally friendly battery technology is a unique saltwater chemistry made from abundant, nontoxic materials. The batteries are designed for daily deep cycling in long duration (4+ hour charge/discharge) applications, making them ideal for solar installations.",30,38,0,,"Electric Bill Management, Electric Bill Management with Renewables, Electric Energy Time Shift, Microgrid Capability, On-Site Power, Onsite Renewable Generation Shifting, Renewables Energy Time Shift, ",Sonoma,California,United States,,DD.04.YYYY,,,CAISO,Pacific Gas and Electric,Investor Owned,Secondary Distribution,,0,N/A,0,0,,,DD.47.YYYY 23:47:23,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,
Duke Energy Rankin Substation - Win Inertia / Maxwell,Electro-chemical,Electro-chemical Capacitor,Electro-chemical Capacitor,Operational,"This project demonstrates a first-of-its-kind Hybrid Energy Storage System (HESS) that facilitates RES integration, providing multiple services in a cost-optimized configuration. Maxwell Technologies&#039; Ultracapacitors provide a fast response and high power density, while Aquion Energy&#039;s Aqueous Hybrid Ion (AHI) batteries provide low-cost performance and very high energy density. The integration of these ESSs along with innovative energy management algorithms into the hardware and software HESS platform allows for simultaneous solar smoothing, price arbitrage and load following, as well as peak shaving.",250,35,0,,"Load Following (Tertiary Balancing), Renewables Capacity Firming, Renewables Energy Time Shift, ",Mt. Holly,North Carolina,United States,,DD.02.YYYY,,,N/A,Duke Energy,Investor Owned,Primary Distribution,,0,N/A,0,0,,,DD.17.YYYY 18:17:59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
JuiceBox Residential solar energy storage - AC-coupled peak-shifting and backup,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,JuiceBox Energy solar energy storage system tied to 5.9kW PV.  System is AC-coupled to a SolarEdge inverter.  It provides up to 5.5kW continuous or 7kW peak for 30 minutes to power a protected load panel.  The bi-directional inverter is a Schneider Conext XW+.  It is permitted and interconnected through PG&amp;amp;E.  It is the first residential energy storage system in the US that is permitted for exporting to the grid and actively performs peak-shifting.,5,37,0,,"Black Start, Electric Bill Management, Electric Bill Management with Renewables, Grid-Connected Residential (Reliability), Onsite Renewable Generation Shifting, Renewables Energy Time Shift, Resiliency, ",Los Gatos,California,United States,DD.05.YYYY,DD.05.YYYY,DD.05.YYYY,,CAISO,Pacific Gas and Electric,Investor Owned,Secondary Distribution,,12,"Peakshifting up to 6.5kWh daily, always available for back-up",10000,0,,,DD.43.YYYY 19:43:24,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,
Oncor&#039;s System Operating Services Facility (SOSF) Microgrid: 25 kW S&amp;C Electric Battery,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"S&amp;amp;C and Schneider Electric built the microgrid in six months at Oncor’s System Operating Services Facility (SOSF). The system is designed to seamlessly integrate energy storage and renewable energy resources with cutting-edge hardware and software to showcase how microgrids can enhance reliability for Oncor customers.   The grid-tied system consists of four interconnected microgrids and nine different distributed generation resources: two solar PV arrays, a microturbine, two energy storage units, and four generators. The system has a total peak capacity of 900 kilowatts, but could theoretically scale to meet just about any need.",25,33,0,,"Electric Supply Reserve Capacity - Spinning, Microgrid Capability, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Voltage Support, ",Lancaster,Texas,United States,DD.04.YYYY,DD.04.YYYY,DD.08.YYYY,,ERCOT,Oncor Electric,Investor Owned,,Oncor Electric,20,,0,0,,,DD.45.YYYY 21:45:09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,
